seed,side,layer,feature,auc_toxic_vs_reference_train,auc_toxic_vs_reference_dev,auc_copy_vs_ordinary_dev,auc_template_vs_ordinary_dev,corr_token_count_dev,corr_sequence_length_dev,auc_language_max_dev,n_languages_active_dev,auc_toxic_vs_generated_dev,candidate_cross_lingual,label
2024,decoder,6,499,0.41451587751865454,0.34654270182390895,0.5955010639375823,0.6967516895574449,-0.45141586101994086,-0.45141586101994086,0.7010888203017833,9,0.40564615827533057,False,not a candidate
2024,decoder,6,2929,0.40337623299192765,0.34955714745380956,0.42415644948829667,0.8231959886636145,-0.22325146262343865,-0.22325146262343865,0.7043252743484225,9,0.38012498094802627,True,candidate (associative; causal status untested -- Stage 11)
2024,decoder,6,2748,0.5833013991327168,0.6495283578045352,0.4605329820650521,0.4859385219097449,0.034186076243011336,0.034186076243011336,0.7145061728395062,6,0.5584175853951803,False,not a candidate
2024,decoder,6,285,0.39363671653378723,0.35231756676658366,0.577515452426791,0.2577937649880096,0.05289165211469374,0.05289165211469374,0.7951388888888888,9,0.4328439092956697,False,not a candidate
2024,decoder,6,1615,0.6008577443339604,0.6381649138850785,0.47517478974566824,0.5976673206889034,-0.059827919248358306,-0.059827919248358306,0.7608024691358024,9,0.5563853748581687,False,not a candidate
2024,decoder,6,1829,0.4085839960716786,0.36237700892479124,0.4818117337116222,0.5203836930455635,0.11355173685969037,0.11355173685969037,0.6451688957475994,9,0.4326745584175854,False,not a candidate
2024,decoder,6,55,0.4041766616567297,0.3631052177005538,0.5671293950754889,0.6958796599084369,-0.5003306015917741,-0.5003306015917741,0.809156378600823,9,0.43551965316940167,False,not a candidate
2024,decoder,6,2278,0.4102814854628883,0.3656539484157225,0.4190900800486371,0.2733812949640288,-0.10654661938806582,-0.10654661938806582,0.6342592592592593,9,0.40888076004674084,False,not a candidate
2024,decoder,6,1923,0.5992888212049728,0.6274873410218632,0.3813962914175702,0.8321342925659473,-0.1429697606077486,-0.1429697606077486,0.9350137174211248,9,0.5128960693661196,False,not a candidate
2024,decoder,6,1514,0.4102586753195908,0.37799115988416404,0.5685479785185936,0.14344887726182692,0.03655676229924094,0.03655676229924094,0.8023405349794238,9,0.47116801300614736,False,not a candidate
2024,decoder,6,2464,0.56936315738833,0.6205778251960237,0.48930996048231834,0.4942228035753216,-0.025916246729789708,-0.025916246729789708,0.7064043209876543,8,0.4941997324256126,False,not a candidate
2024,decoder,6,682,0.5986376952962996,0.619959694491016,0.4665112980038504,0.5269239154131241,0.03015336506054855,0.03015336506054855,0.7980109739368999,6,0.5400091449474166,False,not a candidate
2024,decoder,6,1433,0.43834874469560486,0.38303781605107623,0.47259094133144186,0.7059080008720297,-0.18685315249890802,-0.18685315249890802,0.7989111796982169,8,0.4143338583210554,False,not a candidate
2024,decoder,6,1257,0.5602361969601959,0.6161662348219276,0.41807680616070525,0.7250926531502071,-0.2817268567339171,-0.2817268567339171,0.8484224965706447,8,0.5562922318752223,False,not a candidate
2024,decoder,6,181,0.4296638863175636,0.3846127792172602,0.5738170027358396,0.37148463047743624,0.18432194192177925,0.18432194192177925,0.852837791495199,9,0.45679012345679015,False,not a candidate
2024,decoder,6,2837,0.5481911971094987,0.6111111111111112,0.44553652852365994,0.342598648354044,0.07049704034962666,0.07049704034962666,0.6501200274348422,9,0.5184677132550933,False,not a candidate
2024,decoder,6,2898,0.5729596948915232,0.6110095005842606,0.4882966865943864,0.63025942882058,-0.16818142895445465,-0.16818142895445465,0.8141718106995884,7,0.522201900116852,False,not a candidate
