seed,side,layer,contrast,source,target,transfer_type,n_train,n_dev,dev_accuracy,dev_auc,fit_split
2024,decoder,6,toxic_vs_detox_reference,yo,yo,within_language,244,54,1.0,1.0,
2024,decoder,6,toxic_vs_detox_reference,EN_DE_ES,yo,cross_language,732,54,0.6666666666666666,1.0,
2024,decoder,6,toxic_vs_detox_reference,EN_DE_ES,xh,cross_language,732,54,0.6851851851851852,1.0,
2024,decoder,6,toxic_vs_detox_reference,all_non_african,yo,cross_language,1708,54,0.8148148148148148,1.0,
2024,decoder,6,toxic_vs_detox_reference,all_non_african,xh,cross_language,1708,54,0.7592592592592593,0.9890260631001372,
2024,decoder,6,toxic_vs_detox_reference,YO_XH,am,cross_language,488,54,0.9444444444444444,0.9725651577503428,
2024,decoder,6,toxic_vs_detox_reference,YO_XH,ar,cross_language,488,54,0.6111111111111112,0.7283950617283951,
2024,decoder,6,toxic_vs_detox_reference,YO_XH,de,cross_language,488,54,0.7777777777777778,0.8395061728395061,
2024,decoder,6,toxic_vs_detox_reference,YO_XH,en,cross_language,488,54,0.7037037037037037,0.7626886145404664,
2024,decoder,6,toxic_vs_detox_reference,YO_XH,es,cross_language,488,54,0.8148148148148148,0.8436213991769547,
2024,decoder,6,toxic_vs_detox_reference,YO_XH,hi,cross_language,488,54,0.8333333333333334,0.8449931412894376,
2024,decoder,6,toxic_vs_detox_reference,YO_XH,uk,cross_language,488,54,0.7222222222222222,0.8065843621399177,
2024,decoder,8,toxic_vs_detox_reference,am,am,within_language,244,54,0.9259259259259259,0.9698216735253772,
2024,decoder,8,toxic_vs_detox_reference,ar,ar,within_language,244,54,0.8333333333333334,0.897119341563786,
2024,decoder,8,toxic_vs_detox_reference,de,de,within_language,244,54,0.9259259259259259,0.9629629629629629,
2024,decoder,8,toxic_vs_detox_reference,en,en,within_language,244,54,0.8703703703703703,0.9766803840877915,
2024,decoder,8,toxic_vs_detox_reference,es,es,within_language,244,54,0.8703703703703703,0.9300411522633745,
2024,decoder,8,toxic_vs_detox_reference,hi,hi,within_language,244,54,0.8703703703703703,0.9561042524005487,
2024,decoder,8,toxic_vs_detox_reference,uk,uk,within_language,244,54,0.8148148148148148,0.8724279835390946,
2024,decoder,8,toxic_vs_detox_reference,xh,xh,within_language,244,54,1.0,1.0,
2024,decoder,8,toxic_vs_detox_reference,yo,yo,within_language,244,54,1.0,1.0,
2024,decoder,8,toxic_vs_detox_reference,EN_DE_ES,yo,cross_language,732,54,0.6851851851851852,0.9958847736625515,
2024,decoder,8,toxic_vs_detox_reference,EN_DE_ES,xh,cross_language,732,54,0.9074074074074074,0.9945130315500685,
2024,decoder,8,toxic_vs_detox_reference,all_non_african,yo,cross_language,1708,54,0.9074074074074074,1.0,
2024,decoder,8,toxic_vs_detox_reference,all_non_african,xh,cross_language,1708,54,0.9444444444444444,0.9739368998628258,
2024,decoder,8,toxic_vs_detox_reference,YO_XH,am,cross_language,488,54,0.7962962962962963,0.9451303155006859,
2024,decoder,8,toxic_vs_detox_reference,YO_XH,ar,cross_language,488,54,0.6481481481481481,0.737997256515775,
2024,decoder,8,toxic_vs_detox_reference,YO_XH,de,cross_language,488,54,0.6851851851851852,0.757201646090535,
2024,decoder,8,toxic_vs_detox_reference,YO_XH,en,cross_language,488,54,0.6481481481481481,0.6844993141289438,
2024,decoder,8,toxic_vs_detox_reference,YO_XH,es,cross_language,488,54,0.7037037037037037,0.737997256515775,
2024,decoder,8,toxic_vs_detox_reference,YO_XH,hi,cross_language,488,54,0.7407407407407407,0.7901234567901235,
2024,decoder,8,toxic_vs_detox_reference,YO_XH,uk,cross_language,488,54,0.7037037037037037,0.8024691358024693,
2024,encoder,4,toxic_vs_generated,dev_cv,multilingual_pooled,dev_cv,0,486,0.6337585034013606,0.7159307175251053,dev (grouped 5-fold CV)
2024,encoder,4,toxic_vs_generated,EN_DE_ES,yo,cross_language,162,54,0.6111111111111112,0.4917695473251029,dev (disjoint source languages)
2024,encoder,4,toxic_vs_generated,EN_DE_ES,xh,cross_language,162,54,0.5555555555555556,0.7215363511659808,dev (disjoint source languages)
2024,encoder,4,toxic_vs_generated,all_non_african,yo,cross_language,378,54,0.5555555555555556,0.2777777777777778,dev (disjoint source languages)
2024,encoder,4,toxic_vs_generated,all_non_african,xh,cross_language,378,54,0.5370370370370371,0.7599451303155006,dev (disjoint source languages)
2024,encoder,4,toxic_vs_generated,YO_XH,am,cross_language,108,54,0.5,0.4718792866941015,dev (disjoint source languages)
2024,encoder,4,toxic_vs_generated,YO_XH,ar,cross_language,108,54,0.48148148148148145,0.5185185185185185,dev (disjoint source languages)
2024,encoder,4,toxic_vs_generated,YO_XH,de,cross_language,108,54,0.5,0.5116598079561042,dev (disjoint source languages)
2024,encoder,4,toxic_vs_generated,YO_XH,en,cross_language,108,54,0.48148148148148145,0.4135802469135802,dev (disjoint source languages)
2024,encoder,4,toxic_vs_generated,YO_XH,es,cross_language,108,54,0.5,0.47530864197530864,dev (disjoint source languages)
2024,encoder,4,toxic_vs_generated,YO_XH,hi,cross_language,108,54,0.5,0.4993141289437586,dev (disjoint source languages)
2024,encoder,4,toxic_vs_generated,YO_XH,uk,cross_language,108,54,0.5370370370370371,0.5329218106995885,dev (disjoint source languages)
2024,encoder,6,toxic_vs_generated,dev_cv,multilingual_pooled,dev_cv,0,486,0.654124149659864,0.7249817784256558,dev (grouped 5-fold CV)
2024,encoder,6,toxic_vs_generated,EN_DE_ES,yo,cross_language,162,54,0.5740740740740741,0.6117969821673526,dev (disjoint source languages)
2024,encoder,6,toxic_vs_generated,EN_DE_ES,xh,cross_language,162,54,0.5,0.6412894375857339,dev (disjoint source languages)
2024,encoder,6,toxic_vs_generated,all_non_african,yo,cross_language,378,54,0.5740740740740741,0.45267489711934156,dev (disjoint source languages)
2024,encoder,6,toxic_vs_generated,all_non_african,xh,cross_language,378,54,0.5,0.5246913580246914,dev (disjoint source languages)
2024,encoder,6,toxic_vs_generated,YO_XH,am,cross_language,108,54,0.5,0.5006858710562414,dev (disjoint source languages)
2024,encoder,6,toxic_vs_generated,YO_XH,ar,cross_language,108,54,0.5,0.5384087791495199,dev (disjoint source languages)
2024,encoder,6,toxic_vs_generated,YO_XH,de,cross_language,108,54,0.5,0.4814814814814815,dev (disjoint source languages)
2024,encoder,6,toxic_vs_generated,YO_XH,en,cross_language,108,54,0.42592592592592593,0.44993141289437577,dev (disjoint source languages)
2024,encoder,6,toxic_vs_generated,YO_XH,es,cross_language,108,54,0.5,0.4801097393689986,dev (disjoint source languages)
2024,encoder,6,toxic_vs_generated,YO_XH,hi,cross_language,108,54,0.5,0.541838134430727,dev (disjoint source languages)
2024,encoder,6,toxic_vs_generated,YO_XH,uk,cross_language,108,54,0.5,0.522633744855967,dev (disjoint source languages)
2024,encoder,8,toxic_vs_generated,dev_cv,multilingual_pooled,dev_cv,0,486,0.6850340136054422,0.7342397301182377,dev (grouped 5-fold CV)
2024,encoder,8,toxic_vs_generated,EN_DE_ES,yo,cross_language,162,54,0.5740740740740741,0.503429355281207,dev (disjoint source languages)
2024,encoder,8,toxic_vs_generated,EN_DE_ES,xh,cross_language,162,54,0.5,0.8065843621399177,dev (disjoint source languages)
2024,encoder,8,toxic_vs_generated,all_non_african,yo,cross_language,378,54,0.5555555555555556,0.3559670781893004,dev (disjoint source languages)
2024,encoder,8,toxic_vs_generated,all_non_african,xh,cross_language,378,54,0.5740740740740741,0.8600823045267489,dev (disjoint source languages)
2024,encoder,8,toxic_vs_generated,YO_XH,am,cross_language,108,54,0.5370370370370371,0.5473251028806584,dev (disjoint source languages)
2024,encoder,8,toxic_vs_generated,YO_XH,ar,cross_language,108,54,0.5185185185185185,0.5356652949245542,dev (disjoint source languages)
2024,encoder,8,toxic_vs_generated,YO_XH,de,cross_language,108,54,0.5185185185185185,0.527434842249657,dev (disjoint source languages)
2024,encoder,8,toxic_vs_generated,YO_XH,en,cross_language,108,54,0.5555555555555556,0.5329218106995884,dev (disjoint source languages)
2024,encoder,8,toxic_vs_generated,YO_XH,es,cross_language,108,54,0.5185185185185185,0.49519890260631005,dev (disjoint source languages)
2024,encoder,8,toxic_vs_generated,YO_XH,hi,cross_language,108,54,0.5,0.532235939643347,dev (disjoint source languages)
2024,encoder,8,toxic_vs_generated,YO_XH,uk,cross_language,108,54,0.5,0.5438957475994514,dev (disjoint source languages)
2024,decoder,4,toxic_vs_generated,dev_cv,multilingual_pooled,dev_cv,0,486,0.7117772108843538,0.788983051766625,dev (grouped 5-fold CV)
2024,decoder,4,toxic_vs_generated,EN_DE_ES,yo,cross_language,162,54,0.6481481481481481,0.9272976680384087,dev (disjoint source languages)
2024,decoder,4,toxic_vs_generated,EN_DE_ES,xh,cross_language,162,54,0.6481481481481481,0.9478737997256517,dev (disjoint source languages)
2024,decoder,4,toxic_vs_generated,all_non_african,yo,cross_language,378,54,0.5370370370370371,0.948559670781893,dev (disjoint source languages)
2024,decoder,4,toxic_vs_generated,all_non_african,xh,cross_language,378,54,0.6111111111111112,0.9080932784636487,dev (disjoint source languages)
2024,decoder,4,toxic_vs_generated,YO_XH,am,cross_language,108,54,0.5185185185185185,0.5480109739368999,dev (disjoint source languages)
2024,decoder,4,toxic_vs_generated,YO_XH,ar,cross_language,108,54,0.5185185185185185,0.5761316872427984,dev (disjoint source languages)
2024,decoder,4,toxic_vs_generated,YO_XH,de,cross_language,108,54,0.5,0.5480109739368999,dev (disjoint source languages)
2024,decoder,4,toxic_vs_generated,YO_XH,en,cross_language,108,54,0.5,0.7585733882030179,dev (disjoint source languages)
2024,decoder,4,toxic_vs_generated,YO_XH,es,cross_language,108,54,0.5185185185185185,0.5864197530864197,dev (disjoint source languages)
2024,decoder,4,toxic_vs_generated,YO_XH,hi,cross_language,108,54,0.5,0.6604938271604938,dev (disjoint source languages)
2024,decoder,4,toxic_vs_generated,YO_XH,uk,cross_language,108,54,0.5,0.6179698216735254,dev (disjoint source languages)
2024,decoder,6,toxic_vs_generated,dev_cv,multilingual_pooled,dev_cv,0,486,0.7180697278911565,0.8011135045004396,dev (grouped 5-fold CV)
2024,decoder,6,toxic_vs_generated,EN_DE_ES,yo,cross_language,162,54,0.5370370370370371,0.9163237311385459,dev (disjoint source languages)
2024,decoder,6,toxic_vs_generated,EN_DE_ES,xh,cross_language,162,54,0.6666666666666666,0.943758573388203,dev (disjoint source languages)
2024,decoder,6,toxic_vs_generated,all_non_african,yo,cross_language,378,54,0.6481481481481481,0.9327846364883402,dev (disjoint source languages)
2024,decoder,6,toxic_vs_generated,all_non_african,xh,cross_language,378,54,0.6666666666666666,0.9348422496570644,dev (disjoint source languages)
2024,decoder,6,toxic_vs_generated,YO_XH,am,cross_language,108,54,0.5185185185185185,0.5589849108367627,dev (disjoint source languages)
2024,decoder,6,toxic_vs_generated,YO_XH,ar,cross_language,108,54,0.5,0.5631001371742113,dev (disjoint source languages)
2024,decoder,6,toxic_vs_generated,YO_XH,de,cross_language,108,54,0.5185185185185185,0.5459533607681756,dev (disjoint source languages)
2024,decoder,6,toxic_vs_generated,YO_XH,en,cross_language,108,54,0.5555555555555556,0.6893004115226338,dev (disjoint source languages)
2024,decoder,6,toxic_vs_generated,YO_XH,es,cross_language,108,54,0.5185185185185185,0.6172839506172839,dev (disjoint source languages)
2024,decoder,6,toxic_vs_generated,YO_XH,hi,cross_language,108,54,0.5185185185185185,0.6632373113854595,dev (disjoint source languages)
2024,decoder,6,toxic_vs_generated,YO_XH,uk,cross_language,108,54,0.5,0.6021947873799726,dev (disjoint source languages)
2024,decoder,8,toxic_vs_generated,dev_cv,multilingual_pooled,dev_cv,0,486,0.6892431972789116,0.7790398387246056,dev (grouped 5-fold CV)
2024,decoder,8,toxic_vs_generated,EN_DE_ES,yo,cross_language,162,54,0.6666666666666666,0.9314128943758573,dev (disjoint source languages)
2024,decoder,8,toxic_vs_generated,EN_DE_ES,xh,cross_language,162,54,0.6851851851851852,0.9382716049382717,dev (disjoint source languages)
2024,decoder,8,toxic_vs_generated,all_non_african,yo,cross_language,378,54,0.5,0.9396433470507544,dev (disjoint source languages)
2024,decoder,8,toxic_vs_generated,all_non_african,xh,cross_language,378,54,0.7407407407407407,0.9417009602194787,dev (disjoint source languages)
2024,decoder,8,toxic_vs_generated,YO_XH,am,cross_language,108,54,0.5185185185185185,0.5617283950617283,dev (disjoint source languages)
2024,decoder,8,toxic_vs_generated,YO_XH,ar,cross_language,108,54,0.5,0.5342935528120714,dev (disjoint source languages)
2024,decoder,8,toxic_vs_generated,YO_XH,de,cross_language,108,54,0.5,0.5246913580246914,dev (disjoint source languages)
2024,decoder,8,toxic_vs_generated,YO_XH,en,cross_language,108,54,0.5185185185185185,0.6289437585733881,dev (disjoint source languages)
2024,decoder,8,toxic_vs_generated,YO_XH,es,cross_language,108,54,0.5,0.593278463648834,dev (disjoint source languages)
2024,decoder,8,toxic_vs_generated,YO_XH,hi,cross_language,108,54,0.5,0.6522633744855967,dev (disjoint source languages)
2024,decoder,8,toxic_vs_generated,YO_XH,uk,cross_language,108,54,0.5,0.5836762688614541,dev (disjoint source languages)
