side,source_group,target_language,vector_type,strength,sta_validated,sim,fl,j_validated,loose_copy_rate,unique_output_rate,top_output_share,template_rate,sta_status,n_seeds,evidence_class
decoder,within_language,de,probe,-0.5,0.5471,0.988,0.7583,0.4411,0.5802,1.0,0.037,0.0,validated,3,null
decoder,within_language,de,probe,0.25,0.5591,0.9883,0.759,0.4498,0.5926,1.0,0.037,0.0,validated,3,null
decoder,within_language,de,probe,0.5,0.5591,0.9883,0.759,0.4498,0.5926,1.0,0.037,0.0,validated,3,null
decoder,within_language,de,probe,1.0,0.5591,0.9884,0.759,0.4499,0.5926,1.0,0.037,0.0,validated,3,null
decoder,within_language,de,random,-1.0,0.5471,0.9882,0.759,0.4419,0.5926,1.0,0.037,0.0,validated,3,null
decoder,within_language,de,random,-0.5,0.5471,0.9882,0.759,0.4419,0.5926,1.0,0.037,0.0,validated,3,null
decoder,within_language,de,random,0.25,0.5591,0.9883,0.759,0.4498,0.5926,1.0,0.037,0.0,validated,3,null
decoder,within_language,de,random,0.5,0.5591,0.9883,0.759,0.4498,0.5926,1.0,0.037,0.0,validated,3,null
decoder,within_language,de,random,1.0,0.5591,0.9882,0.7588,0.4496,0.5926,1.0,0.037,0.0,validated,3,null
decoder,within_language,en,baseline,0.0,0.5555,0.909,0.7022,0.4061,0.1111,1.0,0.037,0.0,validated,3,null
decoder,within_language,en,mean_diff,-1.0,0.5555,0.9097,0.7033,0.4072,0.1111,1.0,0.037,0.0,validated,3,null
decoder,within_language,en,mean_diff,-0.5,0.5555,0.9092,0.7025,0.4061,0.1111,1.0,0.037,0.0,validated,3,null
decoder,within_language,en,mean_diff,0.25,0.5555,0.911,0.7019,0.4069,0.1111,1.0,0.037,0.0,validated,3,null
decoder,within_language,en,mean_diff,0.5,0.5555,0.911,0.7019,0.4069,0.1111,1.0,0.037,0.0,validated,3,null
decoder,within_language,en,mean_diff,1.0,0.5308,0.9138,0.7047,0.3906,0.1111,1.0,0.037,0.0,validated,3,null
decoder,within_language,en,probe,-1.0,0.5555,0.9105,0.7023,0.4069,0.1111,1.0,0.037,0.0,validated,3,null
decoder,within_language,en,probe,-0.5,0.5555,0.9099,0.7015,0.4057,0.1111,1.0,0.037,0.0,validated,3,null
decoder,within_language,en,probe,0.25,0.5555,0.9103,0.703,0.4072,0.1111,1.0,0.037,0.0,validated,3,null
decoder,within_language,en,probe,0.5,0.5555,0.9103,0.703,0.4072,0.1111,1.0,0.037,0.0,validated,3,null
decoder,within_language,en,probe,1.0,0.5431,0.9111,0.7042,0.3978,0.1111,1.0,0.037,0.0,validated,3,null
decoder,within_language,en,random,-1.0,0.5555,0.9098,0.7024,0.4069,0.1111,1.0,0.037,0.0,validated,3,null
decoder,within_language,en,random,-0.5,0.5555,0.9105,0.7023,0.4069,0.1111,1.0,0.037,0.0,validated,3,null
decoder,within_language,en,random,0.25,0.5555,0.9098,0.7022,0.4061,0.1111,1.0,0.037,0.0,validated,3,null
decoder,within_language,en,random,0.5,0.5555,0.9098,0.7022,0.4061,0.1111,1.0,0.037,0.0,validated,3,null
decoder,within_language,en,random,1.0,0.5555,0.9098,0.7022,0.4061,0.1111,1.0,0.037,0.0,validated,3,null
decoder,within_language,es,baseline,0.0,0.3503,0.9362,0.6833,0.2144,0.3086,1.0,0.037,0.0,validated,3,null
decoder,within_language,es,mean_diff,-1.0,0.3503,0.9362,0.6833,0.2144,0.3086,1.0,0.037,0.0,validated,3,null
decoder,within_language,es,mean_diff,-0.5,0.3503,0.9362,0.6833,0.2144,0.3086,1.0,0.037,0.0,validated,3,null
decoder,within_language,es,mean_diff,0.25,0.3503,0.9396,0.6825,0.2143,0.321,1.0,0.037,0.0,validated,3,null
decoder,within_language,es,mean_diff,0.5,0.3503,0.9396,0.6825,0.2143,0.321,1.0,0.037,0.0,validated,3,null
decoder,within_language,es,mean_diff,1.0,0.3503,0.9396,0.6825,0.2143,0.321,1.0,0.037,0.0,validated,3,null
decoder,within_language,es,probe,-1.0,0.3504,0.9414,0.6804,0.2143,0.3086,1.0,0.037,0.0,validated,3,null
decoder,within_language,es,probe,-0.5,0.3503,0.9393,0.683,0.2144,0.3086,1.0,0.037,0.0,validated,3,null
decoder,within_language,es,probe,0.25,0.3503,0.9366,0.6828,0.2143,0.321,1.0,0.037,0.0,validated,3,null
decoder,within_language,es,probe,0.5,0.3503,0.936,0.6829,0.2143,0.3086,1.0,0.037,0.0,validated,3,null
decoder,within_language,es,probe,1.0,0.3503,0.936,0.6829,0.2143,0.3086,1.0,0.037,0.0,validated,3,null
decoder,within_language,es,random,-1.0,0.3503,0.9362,0.6833,0.2144,0.3086,1.0,0.037,0.0,validated,3,null
decoder,within_language,es,random,-0.5,0.3503,0.9362,0.6833,0.2144,0.3086,1.0,0.037,0.0,validated,3,null
decoder,within_language,es,random,0.25,0.3503,0.9393,0.683,0.2144,0.3086,1.0,0.037,0.0,validated,3,null
decoder,within_language,es,random,0.5,0.3503,0.9393,0.683,0.2144,0.3086,1.0,0.037,0.0,validated,3,null
decoder,within_language,es,random,1.0,0.3504,0.9414,0.6804,0.2143,0.3086,1.0,0.037,0.0,validated,3,null
decoder,within_language,hi,baseline,0.0,0.1881,0.9211,0.6561,0.1342,0.321,1.0,0.037,0.0,validated,3,null
decoder,within_language,hi,mean_diff,-1.0,0.189,0.9198,0.6551,0.1355,0.2963,1.0,0.037,0.0,validated,3,null
decoder,within_language,hi,mean_diff,-0.5,0.189,0.9198,0.6551,0.1355,0.2963,1.0,0.037,0.0,validated,3,null
decoder,within_language,hi,mean_diff,0.25,0.1881,0.9211,0.6561,0.1342,0.321,1.0,0.037,0.0,validated,3,null
decoder,within_language,hi,mean_diff,0.5,0.1881,0.9211,0.6561,0.1342,0.321,1.0,0.037,0.0,validated,3,null
decoder,within_language,hi,mean_diff,1.0,0.1881,0.9211,0.6561,0.1342,0.321,1.0,0.037,0.0,validated,3,null
decoder,within_language,hi,probe,-1.0,0.189,0.9198,0.6551,0.1355,0.2963,1.0,0.037,0.0,validated,3,null
decoder,within_language,hi,probe,-0.5,0.189,0.9206,0.6576,0.1355,0.3086,1.0,0.037,0.0,validated,3,null
decoder,within_language,hi,probe,0.25,0.1881,0.9211,0.6561,0.1342,0.321,1.0,0.037,0.0,validated,3,null
decoder,within_language,hi,probe,0.5,0.1881,0.9211,0.6561,0.1342,0.321,1.0,0.037,0.0,validated,3,null
decoder,within_language,hi,probe,1.0,0.1881,0.9203,0.6545,0.1321,0.321,1.0,0.037,0.0,validated,3,null
decoder,within_language,hi,random,-1.0,0.189,0.9286,0.6602,0.1355,0.3086,1.0,0.037,0.0,validated,3,null
decoder,within_language,hi,random,-0.5,0.1881,0.9291,0.6596,0.1348,0.321,1.0,0.037,0.0,validated,3,null
decoder,within_language,hi,random,0.25,0.1881,0.9211,0.6561,0.1342,0.321,1.0,0.037,0.0,validated,3,null
decoder,within_language,hi,random,0.5,0.1881,0.9211,0.6561,0.1342,0.321,1.0,0.037,0.0,validated,3,null
decoder,within_language,hi,random,1.0,0.1881,0.9211,0.6561,0.1342,0.321,1.0,0.037,0.0,validated,3,null
decoder,within_language,uk,baseline,0.0,0.3645,0.9652,0.7301,0.2798,0.4074,1.0,0.037,0.0,validated,3,null
decoder,within_language,uk,mean_diff,-1.0,0.3645,0.9654,0.7304,0.2798,0.4074,1.0,0.037,0.0,validated,3,null
decoder,within_language,uk,mean_diff,-0.5,0.3645,0.9654,0.7304,0.2798,0.4074,1.0,0.037,0.0,validated,3,null
decoder,within_language,uk,mean_diff,0.25,0.3645,0.9652,0.7301,0.2798,0.4074,1.0,0.037,0.0,validated,3,null
decoder,within_language,uk,mean_diff,0.5,0.3768,0.9644,0.731,0.2882,0.3951,1.0,0.037,0.0,validated,3,null
decoder,within_language,uk,mean_diff,1.0,0.3768,0.9644,0.731,0.2882,0.3951,1.0,0.037,0.0,validated,3,null
decoder,within_language,uk,probe,-1.0,0.3645,0.9654,0.7304,0.2798,0.4074,1.0,0.037,0.0,validated,3,null
decoder,within_language,uk,probe,-0.5,0.3645,0.9654,0.7304,0.2798,0.4074,1.0,0.037,0.0,validated,3,null
decoder,within_language,uk,probe,0.25,0.3645,0.9652,0.7301,0.2798,0.4074,1.0,0.037,0.0,validated,3,null
decoder,within_language,uk,probe,0.5,0.3645,0.9652,0.7301,0.2798,0.4074,1.0,0.037,0.0,validated,3,null
decoder,within_language,uk,probe,1.0,0.3768,0.9644,0.731,0.2882,0.3951,1.0,0.037,0.0,validated,3,null
decoder,within_language,uk,random,-1.0,0.3768,0.9633,0.7282,0.2882,0.3951,1.0,0.037,0.0,validated,3,null
decoder,within_language,uk,random,-0.5,0.3768,0.9633,0.7282,0.2882,0.3951,1.0,0.037,0.0,validated,3,null
decoder,within_language,uk,random,0.25,0.3645,0.9652,0.7301,0.2798,0.4074,1.0,0.037,0.0,validated,3,null
decoder,within_language,uk,random,0.5,0.3645,0.9652,0.7301,0.2798,0.4074,1.0,0.037,0.0,validated,3,null
decoder,within_language,uk,random,1.0,0.3645,0.9652,0.7301,0.2798,0.4074,1.0,0.037,0.0,validated,3,null
decoder,within_language,xh,baseline,0.0,,0.3794,0.1934,,0.037,0.4815,0.4568,0.0,unavailable/unvalidated,3,null
decoder,within_language,xh,mean_diff,-1.0,,0.3805,0.1973,,0.037,0.4691,0.4691,0.0,unavailable/unvalidated,3,null
decoder,within_language,xh,mean_diff,-0.5,,0.3794,0.1934,,0.037,0.4815,0.4568,0.0,unavailable/unvalidated,3,null
decoder,within_language,xh,mean_diff,0.25,,0.3799,0.1939,,0.037,0.4815,0.4691,0.0,unavailable/unvalidated,3,null
decoder,within_language,xh,mean_diff,0.5,,0.385,0.1979,,0.037,0.4815,0.4691,0.0,unavailable/unvalidated,3,null
decoder,within_language,xh,mean_diff,1.0,,0.385,0.1979,,0.037,0.4815,0.4691,0.0,unavailable/unvalidated,3,null
decoder,within_language,xh,probe,-1.0,,0.3775,0.1962,,0.037,0.4815,0.4691,0.0,unavailable/unvalidated,3,null
decoder,within_language,xh,probe,-0.5,,0.3794,0.1934,,0.037,0.4815,0.4568,0.0,unavailable/unvalidated,3,null
decoder,within_language,xh,probe,0.25,,0.3799,0.1939,,0.037,0.4815,0.4691,0.0,unavailable/unvalidated,3,null
decoder,within_language,xh,probe,0.5,,0.3821,0.1939,,0.037,0.4815,0.4691,0.0,unavailable/unvalidated,3,null
decoder,within_language,xh,probe,1.0,,0.3859,0.199,,0.037,0.4691,0.4691,0.0,unavailable/unvalidated,3,null
decoder,within_language,xh,random,-1.0,,0.3799,0.1939,,0.037,0.4815,0.4691,0.0,unavailable/unvalidated,3,null
decoder,within_language,xh,random,-0.5,,0.3794,0.1934,,0.037,0.4815,0.4568,0.0,unavailable/unvalidated,3,null
decoder,within_language,xh,random,0.25,,0.3799,0.1939,,0.037,0.4815,0.4691,0.0,unavailable/unvalidated,3,null
decoder,within_language,xh,random,0.5,,0.3799,0.1939,,0.037,0.4815,0.4691,0.0,unavailable/unvalidated,3,null
decoder,within_language,xh,random,1.0,,0.383,0.1978,,0.037,0.4815,0.4691,0.0,unavailable/unvalidated,3,null
decoder,within_language,yo,baseline,0.0,,0.4181,0.272,,0.0988,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,within_language,yo,mean_diff,-1.0,,0.4168,0.2722,,0.0864,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,within_language,yo,mean_diff,-0.5,,0.4142,0.2723,,0.0864,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,within_language,yo,mean_diff,0.25,,0.4177,0.2716,,0.0988,0.6914,0.2716,0.0,unavailable/unvalidated,3,null
decoder,within_language,yo,mean_diff,0.5,,0.4181,0.272,,0.0988,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,within_language,yo,mean_diff,1.0,,0.4209,0.2713,,0.1111,0.7037,0.2593,0.0,unavailable/unvalidated,3,null
decoder,within_language,yo,probe,-1.0,,0.4142,0.2723,,0.0864,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,within_language,yo,probe,-0.5,,0.4168,0.2722,,0.0864,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,within_language,yo,probe,0.25,,0.4181,0.272,,0.0988,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,within_language,yo,probe,0.5,,0.4181,0.272,,0.0988,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,within_language,yo,probe,1.0,,0.4188,0.2722,,0.0988,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,within_language,yo,random,-1.0,,0.4181,0.272,,0.0988,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,within_language,yo,random,-0.5,,0.4181,0.272,,0.0988,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,within_language,yo,random,0.25,,0.4181,0.272,,0.0988,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,within_language,yo,random,0.5,,0.4146,0.2726,,0.0864,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,within_language,yo,random,1.0,,0.4181,0.2742,,0.0864,0.6914,0.2716,0.0,unavailable/unvalidated,3,null
encoder,EN_DE_ES,xh,baseline,0.0,,0.3794,0.1934,,0.037,0.4815,0.4568,0.0,unavailable/unvalidated,3,null
encoder,EN_DE_ES,xh,mean_diff,-1.0,,0.5407,0.1993,,0.1481,0.7654,0.2593,0.0,unavailable/unvalidated,3,null
encoder,EN_DE_ES,xh,mean_diff,-0.5,,0.436,0.2008,,0.0617,0.5679,0.4074,0.0,unavailable/unvalidated,3,null
encoder,EN_DE_ES,xh,mean_diff,0.25,,0.3507,0.2033,,0.0247,0.4815,0.4815,0.0,unavailable/unvalidated,3,null
encoder,EN_DE_ES,xh,mean_diff,0.5,,0.2601,0.1675,,0.0,0.6667,0.2716,0.0,unavailable/unvalidated,3,null
encoder,EN_DE_ES,xh,mean_diff,1.0,,0.1173,0.0299,,0.0,0.2346,0.5679,0.0,unavailable/unvalidated,3,null
encoder,EN_DE_ES,xh,probe,-1.0,,0.3786,0.1944,,0.037,0.4815,0.4691,0.0,unavailable/unvalidated,3,null
encoder,EN_DE_ES,xh,probe,-0.5,,0.3807,0.1944,,0.037,0.4691,0.4568,0.0,unavailable/unvalidated,3,null
encoder,EN_DE_ES,xh,probe,0.25,,0.3794,0.1934,,0.037,0.4815,0.4568,0.0,unavailable/unvalidated,3,null
encoder,EN_DE_ES,xh,probe,0.5,,0.3814,0.1977,,0.037,0.4691,0.4815,0.0,unavailable/unvalidated,3,null
encoder,EN_DE_ES,xh,probe,1.0,,0.38,0.1985,,0.037,0.4568,0.4938,0.0,unavailable/unvalidated,3,null
encoder,EN_DE_ES,xh,random,-1.0,,0.258,0.1411,,0.0,0.321,0.6296,0.0,unavailable/unvalidated,3,null
encoder,EN_DE_ES,xh,random,-0.5,,0.2249,0.1527,,0.0,0.3951,0.5926,0.0,unavailable/unvalidated,3,null
encoder,EN_DE_ES,xh,random,0.25,,0.3718,0.2022,,0.037,0.4444,0.4691,0.0,unavailable/unvalidated,3,null
encoder,EN_DE_ES,xh,random,0.5,,0.3678,0.1894,,0.037,0.679,0.3333,0.0,unavailable/unvalidated,3,null
encoder,EN_DE_ES,xh,random,1.0,,0.2254,0.1069,,0.0123,0.679,0.1481,0.0,unavailable/unvalidated,3,null
encoder,EN_DE_ES,yo,baseline,0.0,,0.4181,0.272,,0.0988,0.679,0.284,0.0,unavailable/unvalidated,3,null
encoder,EN_DE_ES,yo,mean_diff,-1.0,,0.4117,0.2559,,0.0988,0.642,0.2963,0.0,unavailable/unvalidated,3,null
encoder,EN_DE_ES,yo,mean_diff,-0.5,,0.4209,0.2613,,0.1235,0.6914,0.2469,0.0,unavailable/unvalidated,3,null
encoder,EN_DE_ES,yo,mean_diff,0.25,,0.4318,0.2727,,0.0864,0.7407,0.2099,0.0,unavailable/unvalidated,3,null
encoder,EN_DE_ES,yo,mean_diff,0.5,,0.2868,0.2217,,0.0,0.6296,0.2593,0.0,unavailable/unvalidated,3,null
encoder,EN_DE_ES,yo,mean_diff,1.0,,0.0926,0.0191,,0.0,0.321,0.5802,0.0,unavailable/unvalidated,3,null
encoder,EN_DE_ES,yo,probe,-1.0,,0.4253,0.2743,,0.1111,0.6914,0.2593,0.0,unavailable/unvalidated,3,null
encoder,EN_DE_ES,yo,probe,-0.5,,0.4245,0.2734,,0.1111,0.6914,0.2469,0.0,unavailable/unvalidated,3,null
encoder,EN_DE_ES,yo,probe,0.25,,0.4172,0.2726,,0.0864,0.679,0.284,0.0,unavailable/unvalidated,3,null
encoder,EN_DE_ES,yo,probe,0.5,,0.4172,0.2726,,0.0864,0.679,0.284,0.0,unavailable/unvalidated,3,null
encoder,EN_DE_ES,yo,probe,1.0,,0.4182,0.2718,,0.0864,0.7037,0.2469,0.0,unavailable/unvalidated,3,null
encoder,EN_DE_ES,yo,random,-1.0,,0.2725,0.1705,,0.0247,0.5802,0.4074,0.0,unavailable/unvalidated,3,null
encoder,EN_DE_ES,yo,random,-0.5,,0.2923,0.1908,,0.0494,0.6667,0.1975,0.0,unavailable/unvalidated,3,null
encoder,EN_DE_ES,yo,random,0.25,,0.416,0.2729,,0.0864,0.679,0.2346,0.0,unavailable/unvalidated,3,null
encoder,EN_DE_ES,yo,random,0.5,,0.4385,0.2345,,0.1235,0.7778,0.1728,0.0,unavailable/unvalidated,3,null
encoder,EN_DE_ES,yo,random,1.0,,0.2584,0.1172,,0.0988,0.5926,0.2716,0.0,unavailable/unvalidated,3,null
encoder,YO_XH,am,baseline,0.0,0.471,0.9624,0.4324,0.2173,0.3951,1.0,0.037,0.0,validated,3,null
encoder,YO_XH,am,mean_diff,-1.0,0.4567,0.946,0.4303,0.2112,0.4074,1.0,0.037,0.0,validated,3,null
encoder,YO_XH,am,mean_diff,-0.5,0.4774,0.9568,0.4271,0.219,0.4691,1.0,0.037,0.0,validated,3,null
encoder,YO_XH,am,mean_diff,0.25,0.4962,0.9543,0.4324,0.2261,0.358,1.0,0.037,0.0,validated,3,null
encoder,YO_XH,am,mean_diff,0.5,0.5091,0.9538,0.4313,0.2343,0.321,1.0,0.037,0.0,validated,3,null
encoder,YO_XH,am,mean_diff,1.0,0.4963,0.9508,0.4252,0.2181,0.2716,1.0,0.037,0.0,validated,3,null
encoder,YO_XH,am,probe,-1.0,0.4824,0.9588,0.4342,0.2217,0.4074,1.0,0.037,0.0,validated,3,null
encoder,YO_XH,am,probe,-0.5,0.4711,0.9629,0.4328,0.218,0.4074,1.0,0.037,0.0,validated,3,null
encoder,YO_XH,am,probe,0.25,0.471,0.9618,0.4312,0.2173,0.3827,1.0,0.037,0.0,validated,3,null
encoder,YO_XH,am,probe,0.5,0.4722,0.9606,0.4302,0.2177,0.3704,1.0,0.037,0.0,validated,3,null
encoder,YO_XH,am,probe,1.0,0.4841,0.9605,0.4291,0.2174,0.3704,1.0,0.037,0.0,validated,3,null
encoder,YO_XH,am,random,-1.0,0.5459,0.8541,0.3702,0.1785,0.2222,1.0,0.037,0.0,validated,3,null
encoder,YO_XH,am,random,-0.5,0.4825,0.9619,0.4266,0.2212,0.3704,1.0,0.037,0.0,validated,3,null
